n,threshold,hr,category,ate,lower_ci,upper_ci
19,37,43,is_cardiothoracic_surgery,4.904935270936619,-315.47350445487086,268.21991465786135
17,38,43,is_cardiothoracic_surgery,16.563705631589784,-191.4979980043191,341.22188039542914
10,39,43,is_cardiothoracic_surgery,290.89621205998253,236.65133016336853,731.4938724053897
9,40,43,is_cardiothoracic_surgery,758.1265103497568,1163.6774896494812,1678.6065473341819
331,5,44,is_cardiothoracic_surgery,-29.548946685084076,-51.11012044646634,-9.101298805254316
324,6,44,is_cardiothoracic_surgery,-36.16721207411345,-54.86936077632183,-20.369000350664862
312,7,44,is_cardiothoracic_surgery,-38.97243792487117,-51.94156242863343,-26.62353905448751
303,8,44,is_cardiothoracic_surgery,-36.8340256205243,-47.09738263805329,-25.988109974101974
291,9,44,is_cardiothoracic_surgery,-28.956172568421607,-38.210446331048445,-20.454846476251276
282,10,44,is_cardiothoracic_surgery,-29.709020077075536,-40.50726430163343,-20.881845798237094
275,11,44,is_cardiothoracic_surgery,-27.068057648140297,-35.224436917593266,-18.751153669505072
253,12,44,is_cardiothoracic_surgery,-18.670713888429844,-27.45996056515591,-11.620748714319433
243,13,44,is_cardiothoracic_surgery,-20.760662426675964,-27.030087314304325,-12.833088713019407
229,14,44,is_cardiothoracic_surgery,-21.27243433093949,-29.607971037230413,-13.931757699723875
217,15,44,is_cardiothoracic_surgery,-19.974088631168286,-26.407766046346808,-11.222975180990574
198,16,44,is_cardiothoracic_surgery,-18.852245770495898,-25.972445380914223,-11.195373816835655
186,17,44,is_cardiothoracic_surgery,-19.68378743176183,-28.415002510170893,-11.25234941672636
176,18,44,is_cardiothoracic_surgery,-17.75733720618817,-27.043843484547182,-10.048922275424985
160,19,44,is_cardiothoracic_surgery,-18.395208330532682,-28.59779220754359,-10.622266425455052
150,20,44,is_cardiothoracic_surgery,-18.288488543083105,-30.41022602852604,-10.47301356682496
139,21,44,is_cardiothoracic_surgery,-18.381435066124567,-26.719213755591937,-7.811032940286083
119,22,44,is_cardiothoracic_surgery,-16.67475949361352,-26.601392930825057,-8.902502306682635
111,23,44,is_cardiothoracic_surgery,-15.28820404323156,-23.342781642113295,-4.760134764072916
103,24,44,is_cardiothoracic_surgery,-12.6815732962433,-26.226505703922783,0.2091200883321278
95,25,44,is_cardiothoracic_surgery,-18.10425167467716,-27.05237642529491,-7.071203748826065
82,26,44,is_cardiothoracic_surgery,-18.262191075116363,-27.40164864068683,-5.288999879887115
70,27,44,is_cardiothoracic_surgery,-14.396958552965287,-23.584309008995803,-4.271196894860566
62,28,44,is_cardiothoracic_surgery,-14.959193423491087,-29.498855493880086,-6.201276012136248
53,29,44,is_cardiothoracic_surgery,-11.289394616989966,-24.766511416869577,-1.4966416640808973
45,30,44,is_cardiothoracic_surgery,-11.065732654661417,-23.65133142561055,2.229403928837371
39,31,44,is_cardiothoracic_surgery,-6.123804750719472,-17.039864457129028,10.330974484520965
34,32,44,is_cardiothoracic_surgery,-10.445955053672748,-29.112459898029385,4.420900294074471
29,33,44,is_cardiothoracic_surgery,-14.841634940640347,-46.45115048288426,14.131400028877522
26,34,44,is_cardiothoracic_surgery,-13.703938480551955,-43.23767781094185,17.894371603442806
21,35,44,is_cardiothoracic_surgery,-10.58060477440091,-332.7043392952985,144.19574990029813
17,36,44,is_cardiothoracic_surgery,3.9803213139558977,-220.67110672805848,479.91870258747656
14,37,44,is_cardiothoracic_surgery,49.42441184525322,-116.91397430798534,334.8033853091596
13,38,44,is_cardiothoracic_surgery,29.921401376511483,-131.81327729002555,170.91404151851057
11,39,44,is_cardiothoracic_surgery,56.223757644254505,-76.11157896644926,193.88343422576799
8,40,44,is_cardiothoracic_surgery,11.263552373562021,-100.44075842077521,115.25415509985645
328,5,45,is_cardiothoracic_surgery,-41.37391614322041,-56.77915304004483,-29.54669850794008
316,6,45,is_cardiothoracic_surgery,-41.58155645670985,-55.89066474937803,-32.51394818486361
309,7,45,is_cardiothoracic_surgery,-33.52864816156003,-46.97807265386629,-19.52094178124159
300,8,45,is_cardiothoracic_surgery,-28.60674277329875,-38.797592448696975,-20.55866124673051
287,9,45,is_cardiothoracic_surgery,-26.103248887722373,-36.949011832175785,-17.520754170920327
277,10,45,is_cardiothoracic_surgery,-25.50503497444896,-35.732907840828005,-17.44292362918273
266,11,45,is_cardiothoracic_surgery,-21.988279565044394,-32.12010731736902,-12.039514879830449
256,12,45,is_cardiothoracic_surgery,-23.940970594642437,-30.434367830472382,-15.63713142277112
236,13,45,is_cardiothoracic_surgery,-22.605974276199646,-32.95136963186644,-17.337449033870314
221,14,45,is_cardiothoracic_surgery,-22.526987637465652,-30.31087118949216,-13.571367856431465
207,15,45,is_cardiothoracic_surgery,-21.726077442131555,-32.07835176803863,-14.242514867729483
195,16,45,is_cardiothoracic_surgery,-23.418515340118546,-33.37956443469051,-15.91573906770381
180,17,45,is_cardiothoracic_surgery,-22.99562801549618,-32.03261083501624,-15.217965446170922
168,18,45,is_cardiothoracic_surgery,-19.904559207974756,-28.310356466756247,-12.08381704233014
154,19,45,is_cardiothoracic_surgery,-19.483028671344613,-27.542665718546402,-10.819734019912545
140,20,45,is_cardiothoracic_surgery,-17.43957540868834,-27.13194839816188,-9.587916259167656
127,21,45,is_cardiothoracic_surgery,-15.692940588699969,-24.22446959856279,-9.059032165934724
114,22,45,is_cardiothoracic_surgery,-21.95955950549873,-29.860854255050782,-13.044944947690084
109,23,45,is_cardiothoracic_surgery,-22.387360996586892,-29.483555377406276,-14.690167536691774
96,24,45,is_cardiothoracic_surgery,-16.88482903007977,-25.042901130633396,-6.977865347969441
87,25,45,is_cardiothoracic_surgery,-15.022374186503555,-23.759238741157674,-4.206414636474193
82,26,45,is_cardiothoracic_surgery,-13.152631463255915,-22.548305827971063,-1.8973666481092835
72,27,45,is_cardiothoracic_surgery,-10.453121385532768,-20.903334732262238,0.17804766043747122
68,28,45,is_cardiothoracic_surgery,-7.99128988017128,-16.226193785087474,2.0524110430645806
56,29,45,is_cardiothoracic_surgery,-6.592493343008329,-17.15424686242062,3.839572234808429
49,30,45,is_cardiothoracic_surgery,-7.532557046548106,-17.769530453076783,1.5913526103090305
45,31,45,is_cardiothoracic_surgery,-8.484647042539763,-19.8772921548414,1.5042708439490013
37,32,45,is_cardiothoracic_surgery,-2.8090859823578853,-20.654844241757417,9.61581869568866
32,33,45,is_cardiothoracic_surgery,-9.994403543137935,-29.160227747207557,5.647953154218385
29,34,45,is_cardiothoracic_surgery,-18.352662822326323,-60.308614786399545,12.718643404974046
26,35,45,is_cardiothoracic_surgery,-12.767542949178392,-72.45868332223205,25.959199861876243
20,36,45,is_cardiothoracic_surgery,-8.363356591145447,-110.77809561439634,55.44771251231265
18,37,45,is_cardiothoracic_surgery,-3.7816578225032345,-150.7478362313381,171.59396879817152
15,38,45,is_cardiothoracic_surgery,-1.489925191442154,-279.74843034492676,479.6880489030449
13,39,45,is_cardiothoracic_surgery,-13.259862655068702,-335.1225526244302,135.8661632307983
8,40,45,is_cardiothoracic_surgery,-24.237656637556057,-174.63824114934584,-3.3236123554123367
326,5,46,is_cardiothoracic_surgery,-31.239304158834813,-54.05089010831787,-10.497728612782822
316,6,46,is_cardiothoracic_surgery,-31.035781291264556,-52.058521812545195,-12.43487667087669
306,7,46,is_cardiothoracic_surgery,-26.715629771253163,-38.269062088152054,-12.259761413832962
294,8,46,is_cardiothoracic_surgery,-23.073696146367126,-32.40565524891426,-12.126821584421322
286,9,46,is_cardiothoracic_surgery,-21.15100405587134,-36.00447340366796,-11.835583512873768
272,10,46,is_cardiothoracic_surgery,-19.954375286391468,-32.179699004079396,-9.190385779656964
260,11,46,is_cardiothoracic_surgery,-18.704224244391526,-27.059881947093515,-12.042424242215475
246,12,46,is_cardiothoracic_surgery,-17.789700516562306,-23.804071047235738,-10.69239195668382
237,13,46,is_cardiothoracic_surgery,-19.0168827070745,-28.81167193917952,-11.832209083510747
224,14,46,is_cardiothoracic_surgery,-19.269283415823168,-25.85681375831274,-12.814598434073844
209,15,46,is_cardiothoracic_surgery,-19.25388989218021,-26.459278557716374,-12.77234614698557
195,16,46,is_cardiothoracic_surgery,-21.08834616833903,-28.224436316588367,-14.84312845806636
181,17,46,is_cardiothoracic_surgery,-20.19461175175988,-27.200568223300138,-14.229452988137126
173,18,46,is_cardiothoracic_surgery,-17.890284021870656,-25.11334683322633,-10.923275035652892
159,19,46,is_cardiothoracic_surgery,-19.59415954488975,-27.035301827988633,-11.391835529243792
140,20,46,is_cardiothoracic_surgery,-16.32339508206428,-26.15935755633211,-9.947155355210867
128,21,46,is_cardiothoracic_surgery,-20.871990554181906,-29.92744103143201,-14.402662276707758
114,22,46,is_cardiothoracic_surgery,-21.735198872907233,-29.522529896694863,-13.585459886095748
104,23,46,is_cardiothoracic_surgery,-16.974472150388976,-26.057233726012868,-7.391532390865365
94,24,46,is_cardiothoracic_surgery,-16.906742228257826,-25.7446533690958,-6.2610518339487555
84,25,46,is_cardiothoracic_surgery,-14.250158822363517,-24.27840807686789,-5.730940506850743
77,26,46,is_cardiothoracic_surgery,-12.990897803337248,-23.690470268533403,-3.236023799281071
74,27,46,is_cardiothoracic_surgery,-13.130743614092864,-22.98158799689503,-4.5558002738156915
69,28,46,is_cardiothoracic_surgery,-13.158590485545261,-22.163083329262804,-1.7439462931807839
61,29,46,is_cardiothoracic_surgery,-14.087321491244381,-23.368663461227385,-4.086951955657128
54,30,46,is_cardiothoracic_surgery,-11.037005691744781,-21.211344495155572,0.6011311992733397
47,31,46,is_cardiothoracic_surgery,-12.723510944817804,-26.753806506551996,0.1582314357272594
37,32,46,is_cardiothoracic_surgery,-14.239486526865761,-36.28432398550615,0.6538314667072882
34,33,46,is_cardiothoracic_surgery,-14.169783643949614,-60.70487170727736,10.280005602346876
31,34,46,is_cardiothoracic_surgery,-13.106514226981034,-55.50020243228866,17.24890044243915
27,35,46,is_cardiothoracic_surgery,-21.093188980081834,-107.15749534741389,56.23324920211148
24,36,46,is_cardiothoracic_surgery,-15.55205557746632,-134.7513563607208,54.874063067166674
20,37,46,is_cardiothoracic_surgery,-29.30384442051448,-287.2628274249472,100.95971727044235
18,38,46,is_cardiothoracic_surgery,-3.8560488526420897,-595.1147792592953,335.0627591950905
14,39,46,is_cardiothoracic_surgery,31.315964582225092,-228.66973420671388,553.2701449071334
11,40,46,is_cardiothoracic_surgery,1045.2405481859653,1986.9891785908583,2227.6242324960394
316,5,47,is_cardiothoracic_surgery,-34.96179534902859,-49.678366900885834,-18.20258310022487
309,6,47,is_cardiothoracic_surgery,-34.16023610697434,-47.23149599821488,-21.90017304922344
303,7,47,is_cardiothoracic_surgery,-28.751963673483544,-41.20195938434466,-18.019656966701746
293,8,47,is_cardiothoracic_surgery,-24.390853643730395,-34.57397885331602,-13.227957184296969
282,9,47,is_cardiothoracic_surgery,-23.663764826353315,-33.303654279265004,-13.98437717894808
272,10,47,is_cardiothoracic_surgery,-23.303995227947127,-32.61582339913315,-14.364826733513297
260,11,47,is_cardiothoracic_surgery,-24.09389551961695,-33.01146363589106,-15.150384904840564
250,12,47,is_cardiothoracic_surgery,-22.3453351493078,-29.064113493768872,-14.650736923214595
236,13,47,is_cardiothoracic_surgery,-21.052235241827844,-28.42508871262362,-12.919797540495637
222,14,47,is_cardiothoracic_surgery,-21.690179461418438,-31.34357302157963,-14.928219469450596
209,15,47,is_cardiothoracic_surgery,-21.569840607079726,-29.831587007446956,-14.99708812702329
199,16,47,is_cardiothoracic_surgery,-22.83119080398933,-28.948453901509396,-16.169551685381947
187,17,47,is_cardiothoracic_surgery,-22.210636242317918,-30.538391404900437,-15.818056402500332
176,18,47,is_cardiothoracic_surgery,-23.05528448948209,-29.76220064375076,-16.880820683786567
159,19,47,is_cardiothoracic_surgery,-22.79822830524759,-29.75514463239699,-16.051446038657275
149,20,47,is_cardiothoracic_surgery,-17.327160060527376,-23.509955889009717,-9.24465261880323
136,21,47,is_cardiothoracic_surgery,-17.708295301892605,-26.65109609453168,-10.118576657721917
123,22,47,is_cardiothoracic_surgery,-20.38881959202058,-27.904615985897777,-14.410340773012564
114,23,47,is_cardiothoracic_surgery,-21.31819982427885,-28.810276810442787,-12.82650375072106
109,24,47,is_cardiothoracic_surgery,-18.893243334375285,-26.068150645417717,-11.079065460800791
99,25,47,is_cardiothoracic_surgery,-17.053500350643077,-24.711520774239403,-9.563988400223252
90,26,47,is_cardiothoracic_surgery,-16.70779699136574,-25.177176405250435,-9.747174484965257
83,27,47,is_cardiothoracic_surgery,-17.23672160566278,-27.751426807290898,-10.164531259410694
75,28,47,is_cardiothoracic_surgery,-18.87537926053986,-28.33820546781962,-10.131538891337271
68,29,47,is_cardiothoracic_surgery,-18.894098473690576,-27.89422340642858,-11.56823234936195
60,30,47,is_cardiothoracic_surgery,-15.001807682075878,-24.280022492573522,-5.127321043274463
55,31,47,is_cardiothoracic_surgery,-16.057917023341417,-28.514200660349985,-5.605331376473174
48,32,47,is_cardiothoracic_surgery,-18.538145705917373,-32.21912468422349,-8.21639199451431
38,33,47,is_cardiothoracic_surgery,-17.985802148421186,-36.36298430161946,-3.862078501732327
31,34,47,is_cardiothoracic_surgery,-13.7516699927954,-30.25862184255331,2.9735526860339405
28,35,47,is_cardiothoracic_surgery,-3.4042769236271795,-27.225731236482886,15.372611387092007
25,36,47,is_cardiothoracic_surgery,-0.21762969040602798,-77.99449461843435,58.03735698152644
22,37,47,is_cardiothoracic_surgery,-8.699536091880873,-117.96581706605326,53.9681324310196
19,38,47,is_cardiothoracic_surgery,-15.088973817674628,-249.26504591813355,40.49286343524798
16,39,47,is_cardiothoracic_surgery,-18.184845606711377,-78.61637190662529,21.019209130648505
15,40,47,is_cardiothoracic_surgery,-18.620939024027564,-90.04707381621839,-0.6838882862250273
319,5,48,is_cardiothoracic_surgery,-35.27267688101628,-49.428424814428695,-21.157679046269493
310,6,48,is_cardiothoracic_surgery,-34.331828445799886,-42.59102269702774,-26.554528597145946
302,7,48,is_cardiothoracic_surgery,-28.87449484399636,-39.10739498678609,-21.319038621973846
290,8,48,is_cardiothoracic_surgery,-30.640992049067876,-39.482736917814975,-20.683610096351828
279,9,48,is_cardiothoracic_surgery,-27.022530702848968,-35.23397696020592,-18.867991998341324
267,10,48,is_cardiothoracic_surgery,-25.652957093555557,-34.698679314442245,-18.934775048783138
252,11,48,is_cardiothoracic_surgery,-26.6099570583591,-33.44349646557501,-19.23022543982222
235,12,48,is_cardiothoracic_surgery,-23.758175454965482,-30.320476913137895,-16.20417648044267
223,13,48,is_cardiothoracic_surgery,-21.361732571102777,-30.724252925080947,-13.118626051756877
211,14,48,is_cardiothoracic_surgery,-19.66841191078521,-28.26113949073587,-13.123704545883783
197,15,48,is_cardiothoracic_surgery,-20.94482424447986,-28.797063499709623,-14.483784719894828
186,16,48,is_cardiothoracic_surgery,-18.93736018773788,-26.671347816516032,-11.353928541271614
171,17,48,is_cardiothoracic_surgery,-20.626131174160037,-26.78204356039555,-11.129396387778598
155,18,48,is_cardiothoracic_surgery,-19.712164594164534,-27.36192996034228,-14.4704163126693
146,19,48,is_cardiothoracic_surgery,-20.587909984678845,-26.819387218499372,-14.354948210670074
133,20,48,is_cardiothoracic_surgery,-19.903289002270384,-27.24817305195299,-11.194261668657731
125,21,48,is_cardiothoracic_surgery,-19.126778703698676,-27.497806996207856,-12.541052099644588
113,22,48,is_cardiothoracic_surgery,-17.480057278150753,-26.24913416208048,-9.470154136546427
105,23,48,is_cardiothoracic_surgery,-20.114125976050076,-30.406214890604986,-9.304039889016678
93,24,48,is_cardiothoracic_surgery,-17.33417047262384,-26.772826302456963,-9.080236073140554
90,25,48,is_cardiothoracic_surgery,-16.207296814423643,-26.853511061688636,-8.19877532094489
78,26,48,is_cardiothoracic_surgery,-14.79002746562017,-28.082947122099938,-5.217843464057353
73,27,48,is_cardiothoracic_surgery,-14.34359134014585,-25.986637519984697,-2.8850870598352287
69,28,48,is_cardiothoracic_surgery,-15.899768340220703,-31.464821053956854,-8.01251532827834
61,29,48,is_cardiothoracic_surgery,-14.825785403052407,-29.502597039174475,-2.368575984953452
54,30,48,is_cardiothoracic_surgery,-20.240435002354673,-32.62851456901609,-8.421737672564262
46,31,48,is_cardiothoracic_surgery,-23.623921240611622,-44.177961088964196,-8.324004098745263
39,32,48,is_cardiothoracic_surgery,-19.814821926707538,-38.224757778422855,-1.0338522297940642
31,33,48,is_cardiothoracic_surgery,-18.30281546504233,-55.809183280585046,11.570748659704918
26,34,48,is_cardiothoracic_surgery,-17.859032514624403,-111.28633996901766,33.70483275460575
24,35,48,is_cardiothoracic_surgery,-27.387510579878494,-126.2415470503961,33.56994687911235
21,36,48,is_cardiothoracic_surgery,-43.09240210720665,-179.32169846939453,208.27312315388644
19,37,48,is_cardiothoracic_surgery,-44.71441938578485,-412.95080248879424,139.3242084711909
14,38,48,is_cardiothoracic_surgery,-36.589104067835876,-227.49122361652826,43.315632734160374
12,39,48,is_cardiothoracic_surgery,-11.654148292694089,-110.97267544502438,40.0048507066858
